1	95	-2486678.2940637385
2	191	-2238262.700877857
3	287	-2536771.030065791
4	383	-2502089.9525420335
5	479	-2258436.038319321
6	575	-2253283.1355669964
7	671	-2145044.6274744924
8	767	-2011254.4480892462
9	863	-2155739.3126380914
10	959	-2057907.5551871962
11	1055	-2877222.810440944
12	1151	-1960843.2846707
13	1247	-1691686.7890404242
14	1343	-1513039.1086015874
15	1439	-370100.7144412774
16	1535	-292650.34446317365
17	1631	-684962.695698577
18	1727	-1077476.6582386086
19	1823	-2466780.7257919465
20	1919	-3022370.6692444803
21	2015	-2912747.0109034805
22	2111	-3269034.5746030626
23	2207	-3605076.606707477
24	2303	-3290883.3834640807
25	2399	-2925732.09897309
26	2495	-3106027.032923367
27	2591	-3663075.1481222226
28	2687	-3308617.669257329
29	2783	-13704473.858224446
30	2879	-3063315.961879946
31	2975	-3549697.5011741193
32	3071	-3625048.738487004
33	3167	-3081705.8915683688
34	3263	-3083261.3110177694
35	3359	-3479922.2415844398
36	3455	-3052531.0569372936
37	3551	-3046524.6855681064
38	3647	-3040801.6844137707
39	3743	-3023324.6971714776
40	3839	-3217124.547404588
41	3935	-3116702.9611745193
42	4031	-2875495.136465947
43	4127	-3149739.7353439387
44	4223	-3113026.739846222
45	4319	-3163925.333909654
46	4415	-3438481.884777593
47	4511	-3406263.1738880966
48	4607	-2989060.9208216453
49	4703	-2955627.84770839
50	4799	-3151967.719741331
51	4895	-3410883.2520351284
52	4991	-3522926.7557409564
53	5087	-2675467.9420224903
54	5183	-1812743.384586832
55	5279	-1470897.1944633494
56	5375	-1484957.97784082
57	5471	-1313858.1942678618
58	5567	-1357155.0873919686
59	5663	-1322165.2987580965
60	5759	-1415059.6854269262
61	5855	-1289736.6185032835
62	5951	-1466317.1460458548
63	6047	-1548497.9629875438
64	6143	-1284093.6988361287
65	6239	-1421108.2420325272
66	6335	-1438994.1347899174
67	6431	-1332071.3019776975
68	6527	-1325178.8859362644
69	6623	-1464912.7261123129
70	6719	-1417871.4901945838
71	6815	-1305869.383599414
72	6911	-1404725.4090176204
73	7007	-1263297.6523007005
74	7103	-1375700.275095516
75	7199	-1315492.5543789282
76	7295	-1419725.5961721938
77	7391	-1447427.130994943
78	7487	-1331065.7311399104
79	7583	-1314510.196457233
80	7679	-1355180.8199181356
81	7775	-1367028.9664935512
82	7871	-1313232.8750352543
83	7967	-1411700.0573483142
84	8063	-1335574.9708627355
85	8159	-1412959.3209075914
86	8255	-1023190.038270836
87	8351	-1050855.2138190437
88	8447	-891898.5986767362
89	8543	-933869.1097648807
90	8639	-1087334.9171580148
91	8735	-924403.3285193976
92	8831	-1006280.5568850248
93	8927	-935371.2103184288
94	9023	-1076413.1693736902
95	9119	-937730.7919785416
96	9215	-1012635.8947802064
97	9311	-1034286.4689435714
98	9407	-1039688.0407327169
99	9503	-1215207.6661494714
100	9599	-1341603.9996409162
101	9695	-1361482.0891706639
102	9791	-1130976.3239123346
103	9887	-1344087.7964428775
104	9983	-1349206.647178548
105	10079	-1335186.427311861
106	10175	-1146437.5308559418
107	10271	-1204023.2748923062
108	10367	-1120410.9126190965
109	10463	-1221421.207161217
110	10559	-1078318.4171604188
111	10655	-1049982.0192419135
112	10751	-1104268.3456681953
113	10847	-1225349.0676849235
114	10943	-1025589.6541424321
115	11039	-1174069.447401082
116	11135	-1172960.4963945304
117	11231	-1109972.5114270619
118	11327	-1060046.1928342532
119	11423	-1268819.3188911353
120	11519	-1186502.225940729
121	11615	-1051795.0248608727
122	11711	-1145741.8816915837
123	11807	-1017068.4088020101
124	11903	-1237047.0598633697
125	11999	-1030953.5637724448
126	12095	-1070648.3177897015
127	12191	-1011584.4896620755
128	12287	-1257671.4828941738
129	12383	-1066745.468955593
130	12479	-868544.2216550236
131	12575	-672039.6424369346
132	12671	-631681.1622571369
133	12767	-572283.1346898662
134	12863	-563615.2899047304
135	12959	-647562.9405780382
136	13055	-630258.7670809152
137	13151	-663499.7444922071
138	13247	-583048.3413605903
139	13343	-556571.7785963931
140	13439	-552054.5741686196
141	13535	-598885.0089040954
142	13631	-620393.0634634997
143	13727	-605705.1750883163
144	13823	-648231.648201969
145	13919	-620329.1614366921
146	14015	-675919.6574421338
147	14111	-561663.6647687322
148	14207	-617760.6554665938
149	14303	-803823.1405582892
150	14399	-570862.6420696075
151	14495	-581266.8289862177
152	14591	-571556.1776877645
153	14687	-522407.3499196266
154	14783	-578910.539812993
155	14879	-584431.5403448688
156	14975	-638424.1638982927
157	15071	-628825.1513122946
158	15167	-662804.3978141025
159	15263	-595357.3719368232
160	15359	-612749.189616459
161	15455	-796100.6233870643
162	15551	-610343.7478569073
163	15647	-617638.0811477876
164	15743	-651666.3219104086
